,imdb_id,reviewer,review,index
208,tt4513678,Roxana Hadadi,"It's arguable whether franchise filmmaking is inherently a bad thing, but ""Ghostbusters: Afterlife"" certainly makes a case for those who claim the irredeemable soullessness of the model.",208
209,tt11245972,Christy Lemire,I enjoyed it more than I expected... I laughed quite a bit.,209
210,tt11245972,Jenny Nulf,"Scream is a blast, a solid setup for more to come.",210
211,tt11245972,Jake Wilson,"To an impressive extent, directors Matt Bettinelli-Olpin and Tyler Gillett and their team succeed in squaring this circle, a trick they accomplish partly by turning their film into a symposium on what a new Scream ought to look like.",211
212,tt11245972,Mark Kermode,"Remembering the thrill of the original, and just how brilliantly of its time it was, this is just alright. The Halloween reboot was far more surprising in its reconfiguration.",212
213,tt11245972,Charlotte O'Sullivan,"Scream is smart. All that's lacking is a plot, or a heroine, capable of making us squeal.",213
214,tt11245972,Wendy Ide,"While this is the smartest, funniest and stabbiest film since the 1996 original, it does feel as though Scream has come full circle...",214
215,tt11245972,Pat Brown,It's at a certain point toward the finale that this Scream becomes almost as drearily repetitious as the reboot culture that it skewers.,215
216,tt11245972,Kimber Myers,"... Scream is largely a lot of fun, filled with the metacommentary, one-liners, and multiple stab wounds of its predecessors.",216
217,tt11245972,James Berardinelli,"If Scream is intended to re-start the franchise, things are off to a rocky start.",217
218,tt11245972,Bilge Ebiri,"This new Scream is so determined to be a Scream movie that it forgets the primary, unstated rule established by the original Scream: You can sell anything to us, so long as you make it scary.",218
219,tt11245972,David Sims,"As a jolting piece of entertainment, Scream absolutely succeeds.",219
220,tt11245972,Olly Richards,"Inventive, incisive and full of affection for the originals, this is easily the most fun the series has been since Scream 2.",220
221,tt11245972,Esther Zuckerman,"The challenge for any Scream movie is whether it can comment on tropes while still subverting them, and 2022's incarnation succeeds by tossing a cheeky middle finger to its fans but still lovingly embracing them.",221
222,tt11245972,Candice Frederick,"it's a foolish knockoff that tries desperately to become a clone of the OG film for a new generation despite not being fresh, smart or even fully coherent at times. Though, again, it's called ""Scream,"" it borders more on shrill.",222
223,tt11245972,Brian Tallerico,A product that feels consistent with the first four movies but distinct enough to have its own voice.,223
224,tt11245972,Siddhant Adlakha,"Though it toys with franchise expectations, it delivers on the gnarly, blood-soaked violence that has become less common in modern Hollywood horror, setting the stage for a film that is boldly, often ludicrously, self-assured in its visual craftsmanship.",224
225,tt11245972,Peter Travers,Way fiercer and funnier than a fourth sequel has any right to be. Here's 'Scream' for a new generation - so self-aware that it mocks itself for relying on borrowed inspiration while squeezing the golden goose for one last payoff.,225
226,tt11245972,Michael Phillips,"I wish this movie offered a little less running commentary and a little more running - anything, really, to get itself off the treadmill of self-critique and self-congratulation and actually going somewhere new.",226
227,tt11245972,Chris Hewitt,"None of this is game-changing, but that's probably not what fans of the franchise want. The new movie understands the appeal of the old ones and, within that, offers a few compelling variations on a scream.",227
228,tt11245972,Kristy Puchko,"Sure, this Scream delivers in chills, thrills, and darkly funny moments. But its ending is less haunting than hectic. So, in the end, it doesn't cut deep.",228
229,tt11214590,David Stratton,"A very fine cast of American actors speaking with Italian accents ensures that, despite its length, there's always something interesting happening on screen.",229
230,tt11214590,Scaachi Koul,"Isn't that all we really want from the movies? Brain soft, Gucci soothing, and that's all she wrote.",230
231,tt11214590,Sandra Hall,"Lady Gaga makes an immediate and indelible impression as Patrizia Reggiani, the future Signora Gucci, in Ridley Scott's film about the Guccis' fractured history.",231
232,tt11214590,Mara Reinstein,"It's long and poorly paced and plays too loose with the facts. Oh, well! The bonkers true story that chronicles the unraveling of the Italian fashion empire is also first-class frothy and fun entertainment.",232
233,tt11214590,Christina Newland,"This glorious melodrama is an instant cult classic, a joy to behold, a meme-factory in the making...",233
234,tt11214590,Max Weiss,"It gave me everything I needed -- and then some. I wanted the film to be over-the-top, messy, silly, involving, gorgeous, stylish -- and it's all those things.",234
235,tt11214590,Alessa Dominguez,Unambitious and underwhelming.,235
236,tt11214590,Becca James,"The rest, however, is left struggling to find its footing as it oscillates between soap opera and prestige drama.",236
237,tt11214590,Tim Robey,There are bad aspects of it that only make it more enjoyable.,237
238,tt11214590,Simran Hans,I think it's fun. I think it's extremely silly. I think it's tonally all over the place. I think it's defiantly worth watching.,238
239,tt11214590,David Sexton,"The production is proficient and shameless, cut to operatic arias and bouncy Italian pop, edited mercilessly for effect.",239
240,tt11214590,Helen O'Hara,"Uneven, overlong and completely over the top, and has characters and plot turns that Marvel and Pixar would reject as 'a bit much'. The good news is that it is undeniably a proper drama and, for the most part, wildly entertaining.",240
241,tt11214590,Hannah Strong,"A luxe, rather ridiculous look at the uber-rich.",241
242,tt11214590,Ty Burr,"A loud, enjoyably pointless opera buffa that fictionalizes the financial and criminal shenanigans of the famous Italian design family.",242
243,tt11214590,Richard Lawson,Caught between the lure of campy excess and the seeming desire to tell a more somber tale of dynastic struggle.,243
244,tt11214590,Christy Lemire,"When Lady Gaga is on screen, this movie is very watchable and compelling. When she is gone, it is about a bunch of guys sitting around conference tables in expensive suits talking about documents.",244
245,tt11214590,Tim Cogshell,"It's mostly that big fight over that fortune, about how absolute power corrupts absolutely.",245
246,tt11214590,David Fear,"If the film is remembered for anything, it's for being Exhibit A as what a great actor [Lady Gaga] is. Forget Gucci. Long live the house that Gaga built.",246
247,tt11214590,Mark Kermode,"House of Gucci does a solid job of evoking its recent-history milieu, boasting a beige and brown palette that reeks of nicotine and caffeine, with occasional bursts of reportage-style monochrome.",247
248,tt11214590,Clarisse Loughrey,"House of Gucci is a titillating, ridiculous and utterly engrossing soap opera.",248
249,tt15374070,Liz Shannon Miller,"Loud, gory, sometimes silly, sometimes scary, and nearly always constant fun, Studio 666 is committed to old-school horror tropes with a hearty side of rock and roll.",249
250,tt15374070,Tim Cogshell,"Foo Fighters: great band, terrible actors.",250
251,tt15374070,Mark Kermode,"It's not doing anything new, and I don't think they'll be giving up their music jobs any time soon...and it's half an hour too long.",251
252,tt15374070,Sara Michelle Fetters,"Theres nothing substantive about the film, not a single element that lasts beyond the moment it happens.",252
253,tt15374070,Wendy Ide,The tonal blend of goofy and gory is oddly endearing.,253
254,tt15374070,Helen O'Hara,"Amiably silly and impressively gory, this lives up to both its low-budget inspirations and its rocker stars.",254
255,tt15374070,Donald Clarke,Studio 666 is not exactly a good film. It is not a particularly enjoyable one. But it is cheering to know it is out there in the world,255
256,tt15374070,Jake Wilson,"Anyone familiar with Grohl’s own past may struggle to take this as a joke. Nonetheless, this is a fun movie, after its own fashion: not fun to watch, necessarily, but definitely fun to tell your friends about.",256
257,tt15374070,Keith Watson,The film’s funny and shocking gore too often plays second fiddle to meandering comedic bits revolving around the band’s recording sessions.,257
258,tt15374070,Nick Allen,"Theres a great spirit of 'why the hell not?' that runs throughout Studio 666, both in its filmmaking, and in its pitch for the viewer to just go along with all of it.",258
259,tt15374070,Jochan Embley,"By the time we reach the scene where two characters are just repeatedly kicking each other in the testicles, you can feel the last drops of goodwill evaporating.",259
260,tt15374070,Randy Myers,"The acting isn’t Oscar caliber, but who cares since the spirited hijinks and go-for-broke attitude of the Foo Fighters is utterly irresistible in this gory, entertaining supernatural romp that riffs on the music industry.",260
261,tt15374070,Perri Nemiroff,A bloody delight that makes me love the Foo Fighters even more than I already did.,261
262,tt15374070,Katie Walsh,"The jokes are stale, the energy is stilted, and the whole thing feels like a misbegotten vanity exercise cooked up in the pandemic to keep them occupied... for die-hard Foo fans only.",262
263,tt15374070,Tim Robey,"The major crime of this film, other than the indulgence factor of watching wealthy rockers lark about making a totally disposable film for the sheer heck of it, is prolonged tedium.",263
264,tt15374070,Jenny Nulf,Studio 666 feels like a dud – a horror movie with no good hooks and a rock & roll film that lacks the bombastic energy that’s ever present at the band’s live shows.,264
265,tt15374070,Wesley Morris,"The movie exudes real “Scooby-Doo”-meets-“The Shining” vibes that rope in Korean horror and extend to Grohl, who gives, if not his all, then at least his most charismatic “some.”",265
266,tt15374070,Adam Graham,"It quickly grows tedious, an inside joke in search of a punchline.",266
267,tt15374070,Mick LaSalle,"“Studio 666” is OK musically, and is reasonably funny, benefiting from Grohl, who is a natural comedian. But the movie drags because of its length.",267
268,tt15374070,J.R. Kinnard,“Studio 666” is good B-movie fun!,268
269,tt2397461,Sandra Hall,"All up, it's a spirited and unpretentious film with some engagingly eccentric bits, the best of which involve Izaac Wang.",269
270,tt2397461,Jason Bailey,"It's a live-action world, though Clifford is a computer-animated dog, which fills the whole enterprise with unfortunate echoes of the ""Tom & Jerry"" movie from earlier this year.",270
271,tt2397461,Simran Hans,"The film is best when it sticks to children's caper mode, jostled along by gentle toilet humour, bad-tempered barnyard animals and a scene of two kids driving a van across Manhattan.",271
272,tt2397461,Kevin Maher,A film so muddled in its storytelling and so specious in its message-making that its very existence is almost nauseating.,272
273,tt2397461,Tara Brady,"It's loud, it's silly, it's over-saturated; the smaller viewers at the family screening I attended were wildly impressed.",273
274,tt2397461,Robbie Collin,"A nicely maintained amiable tone takes the edge off the inevitable lavatorial humour, while the 14-year-old Camp... strikes up an impressively plausible emotional connection with her goofy, lolloping co-star.",274
275,tt2397461,Ben Travis,"A sort of kiddie creature-feature with a big red heart, Clifford offers solid family fare with moments of throwback charm. Not quite a 12/10 on the WeRateDogs scale, but still a good boy.",275
276,tt2397461,Leslie Felperin,It's watchable and even occasionally amusing.,276
277,tt2397461,Janaya Greene,"The movie carefully follows the Clifford theme since his creation in the 60s: a big fun creature, going on big journeys and showing people young and older alike that it's a beautiful thing to stand out.",277
278,tt2397461,Jesse Hassenger,"Clifford is only slightly bigger than an elephant, which is giant for a dog, enormous for a New York City apartment resident, and sure to cause stress when the time comes for his adoptive family to deal with his inevitable burial.",278
279,tt2397461,Jocelyn Noveck,"For [young children], it will work fine. For older viewers, though, it may be hard to ignore some of the clunkier moments of a script.",279
280,tt2397461,Chris Hewitt,"The template for this family comedy seems to be the live-action ""Paddington"" movies, but where they are inventive and hilarious, this one is formulaic and a little strange.",280
281,tt2397461,Trace Sauveur,"Watching this vaguely preternatural, shoddily animated interpretation of a beloved character parade around really makes you feel the disconnect between page and screen.",281
282,tt2397461,Nell Minow,Kids will enjoy the comic mayhem and happy ending and parents will enjoy their enjoyment.,282
283,tt2397461,Brian Tallerico,"A classic story of how people respond to things that are different, but it has a warming soul that comes through when it matters.",283
284,tt2397461,Natalia Winkelman,"A generic caper, stacked with evil villains, kindly allies and mischief.",284
285,tt2397461,Brian Lowry,"Clifford the Big Red Dog is a big boy, but not a particularly good one, in a live-action adventure that reminds us, again, that for all the wonders that computer animation can conjure on screen, nothing quite beats a real live dog.",285
286,tt2397461,Kristen Page-Kirby,"Find a cute kid. Make sure the title character, a giant, red, CGI mutt, isn't too creepy-looking. Tell a sweet story. Call it a day. The film neatly checks all those boxes - and, at times, even does a bit more.",286
287,tt2397461,Katie Walsh,"This is a film that's so guileless and well-intentioned that beating up on it would feel like, well, kicking a puppy.",287
288,tt2397461,Adam Graham,"Clifford, first introduced in 1963,is a beloved character for good reason, but if you're fond of the tale's sense of imagination or wonder, they don't find their way to the screen.",288
289,tt2382320,Sandra Hall,"With his long upper lip and reluctance to crack a smile, [Daniel Craig] could have made his mark as the only grumpy Bond, but the pulsing intelligence behind the gloom has transformed it into gravitas without slowing down his performance.",289
290,tt2382320,Wenlei Ma,"No Time To Die is, on balance, a kinetic, expansive and stirring capstone to Craig's adventures in those perfectly tailored Tom Ford suits.",290
291,tt2382320,David Ehrlich,"Lashana Lynch is a total blast as the MI6 agent Nomi, both a worthy rival for Bond as well as a potential replacement.",291
292,tt2382320,tt stern-enzi,"Daniel Craig's Bonds are not a bad place to start with [the character]. His Bond feels real, relevant to this time and immediate.",292
293,tt2382320,Namrata Joshi,"The last with Daniel Craig in the lead, the film brings together the various aspects of his nonconformist interpretation of James Bond in a most satisfying way.",293
294,tt2382320,Rex Reed,The film's sole distinction is the fact that it's the James Bond epic that finally manages to make 007 a crashing bore.,294
295,tt2382320,Mark Feeney,"With this fifth and final go-round, it's clear who the best Bond is. It's Craig, Daniel Craig.",295
296,tt2382320,Richard Whittaker,"[Craig's] become to Bond what Peter Capaldi was to Doctor Who: all brave promise of grit and innovation, finally swallowed whole by scripts that were both too maudlin and too silly.",296
297,tt2382320,Sara Michelle Fetters,No Time to Die is an outstanding end to Daniel Craig's James Bond era.,297
298,tt2382320,Richard Brody,"Craig's distinctive persona suggests pathos that the series doesn't allow; instead, he's merely used as a Bond-piñata, a straining for an element of realism amid stunts that, in their grandiosity and their excess, preclude it.",298
299,tt2382320,Mark Daniell,Fukunaga deserves credit for taking the character and adding real stakes to his 15-year story arc.,299
300,tt2382320,Kimber Myers,"This 25th film in the franchise is at once on brand with the two dozen films that preceded it, while managing new possibilities for the almost 60-year-old series.",300
301,tt2382320,Leonard Maltin,"The caretakers of the Intellectual Property known as James Bond, knowing that their newest effort would be the last one to star Daniel Craig, decided to spare no expense to make this an ""epic"" entry in the series. I just wish there were less of it",301
302,tt2382320,Gary M. Kramer,"Craig is as cool as ever as Bond, and he commences with his derring-do, dispatching baddies with considerable aplomb... [O]verall this Bond delivers what fans have come to expect from a 007 film, no more, no less.",302
303,tt2382320,Adam Nayman,"A little of that goes a long way, and the problem with No Time to Die is that it's trying for big, bruising feelings at all times. Over two hours and 40 minutes, the pathos wears you out.",303
304,tt2382320,Richard Roeper,"Daniel Craig's final moments as Bond rank among the most moving sequences in the history of this franchise, which has long favored the fantastic and the eye-popping in favor of genuine emotional stakes.",304
305,tt2382320,Ty Burr,I was surprised and pleased by how well this entry... honors the compact the series has made with audiences over the decades while retooling it for today.,305
306,tt2382320,Charles Bramesco,"No Time to Die retires Old Man Bond in reverent yet melancholy fashion,",306
307,tt2382320,Thelma Adams,"Is Craig's poignant farewell the best of the actor's run? I'd put the emotionality of Skyfall and the eye-popping Casino Royale ahead, but No Time to Die unquestionably makes returning to theaters a reason to live.",307
308,tt2382320,Dwight Brown,"Fukunaga and editors Elliot Graham and Tom Cross are champs at keeping the scenes jumping, blending them into each other in a dazzling array.",308
309,tt7097896,Jake Wilson,"It's all very weird, and yet not half-weird enough. Strained edginess mingles with strained sentiment, and also with gags that would make your great-grandfather roll his eyes.",309
310,tt7097896,Esther Zuckerman,"At a tight 90 minutes, Serkis' sequel doesn't feel long, but it is exhausting. It's an entire movie pitched at 11 that screams in your face, ""YOU SHOULD BE HAVING FUN.""",310
311,tt7097896,Mark Kermode,I actually had a riot and enjoyed it.,311
312,tt7097896,Charlotte O'Sullivan,"Where the first Venom was toxically dull, Venom 2, at its best, is intoxicating.",312
313,tt7097896,Simran Hans,"Serkis dispenses with detailed explanations and instead amps up the humour, leaning into the goofy, flirtatious dynamic between Venom and Brock.",313
314,tt7097896,Tara Brady,"That fierce kineticism has failed to coalesce into a quasi-coherent sequel. Venom 2 is certainly riotous, but where did the fun go?",314
315,tt7097896,Clarisse Loughrey,"A love story written in blood, sweat and the slime of half-eaten brains.",315
316,tt7097896,Hannah Strong,"It's not perfect, but it sure is fun.",316
317,tt7097896,Sarah Jane,"Venom: Let There Be Crazy, Stupid Love isn't a great movie, but it doesn't matter because it's just big, dumb, romantic fun.",317
318,tt7097896,Kevin Maher,Extraordinarily poor.,318
319,tt7097896,Ben Travis,"There's a little bit more polish this time, but for all the talented people involved,Let There Be Carnage still has the whiff of a turd in the wind.",319
320,tt7097896,Tim Robey,"Venom: Let There Be Carnage is refreshingly nuts, and benefits from being a whole 45 minutes shorter than its predecessor.",320
321,tt7097896,Mark Feeney,"Besides being nasty, the new movie is quite jokey. This wouldn't be a tonal issue if the jokes were good, but they're not.",321
322,tt7097896,Sara Michelle Fetters,"It's dumb. It's loud. It barely makes a lick of sense. But unlike its predecessor, this second cinematic outing for the popular Marvel antihero is also a heck of a lot of fun.",322
323,tt7097896,Damian Levy,"Andy Serkis is no stranger to the necessities of making a digital character feel tactile, and that shows in his direction.",323
324,tt7097896,Alex Abad-Santos,"It's nice to be able to appreciate a superhero movie that understands how scary the world can be even if you have literal superpowers, and that there's something beautiful in not going it alone.",324
325,tt7097896,tt stern-enzi,Unusual to say the least...there is some deadpan humor to what it's doing...and I kind of enjoyed Tom Hardy...,325
326,tt7097896,James Berardinelli,"If 2018's Venom felt like an afterthought, then the sequel, Venom: Let There Be Carnage, feels like an afterthought to an afterthought.",326
327,tt7097896,Meagan Navarro,"This sequel is a violent, very sloppy, yet entertaining battle through couples counseling for Tom Hardy's Eddie and his symbiote.",327
328,tt7097896,Chris Hewitt,Serkis... seems to be trying to duplicate the energy of a kid tearing through a comic book.,328
329,tt11271038,Jonathan Romney,"It’s a joy, and the sort of film that like a great LP -- it’s named after a Californian record store -- you’ll want to play over and over.",329
330,tt11271038,Adam Kempenaar,"Theres a looseness a dreaminess, an illogic to how it all unfolds and meanders that is somehow still incredibly authentic.",330
331,tt11271038,Stephen Romei,"The two leads, musician Alana Haim and Cooper Hoffman, each in their feature film debut, are remarkable.",331
332,tt11271038,Christina Newland,"Licorice Pizza takes an arm's-length embrace of nostalgia. Anderson doesn't turn a blind eye to reality-he heightens it, weighting it with meaning, reflecting the romance of hindsight and adolescent abandon.",332
333,tt11271038,Simran Hans,"One thing I really like about this movie is the way it's structured, because it's meandering and it's loose [but] all these little moments, they feel like stories and anecdotes and memories that have been told and recounted many times.",333
334,tt11271038,Scott Tobias,"Anderson and Haim, with her sharp-elbowed and funny yet soulful performance, capture the flailing, directionless condition of being a woman in her mid-20s.",334
335,tt11271038,Dmitry Samarov,"This is a film carried by two people who've basically never acted before, but Anderson somehow knew that they could, and neither hits a false note in over two hours. It's a star-crossed love story à la Harold and Maude minus the tragedy.",335
336,tt11271038,BuzzFeed Staff,This film - which is as sprawling as the Valley it tries to capture - will command a second (and third) watch.,336
337,tt11271038,David Sexton,"Gary is played by Cooper Hoffman, the teenage son of the late Philip Seymour Hoffman -- and he's captivating, full of chutzpah and with such a good, imperfect, real face.",337
338,tt11271038,David Jenkins,"Like any LP worth its salt, this is one where you'll want to be dropping the needle on over and over again.",338
339,tt11271038,Charlotte O'Sullivan,"The twists and turns in the script seems desultory. That is, until you realise the whole point of Licorice Pizza is to demonstrate that most heterosexual adult males suck.",339
340,tt11271038,Mark Kermode,"This is heady stuff, an evocation of the San Fernando valley in the early 70s, as personally nostalgic as George Lucas's American Graffiti, albeit with an insanely adventurous edge.",340
341,tt11271038,Kevin Maher,"The fullest expression yet of a certain kind of narrative antipathy that has crept into Anderson's toolkit and almost overwhelmed his last outing, the frequently dreadful Phantom Thread.",341
342,tt11271038,Donald Clarke,One can scarcely imagine a more enjoyably chaotic way of welcoming in the new year. What a blast.,342
343,tt11271038,Danny Leigh,"Such is the energy Anderson whips up, forever sending in chaos from the edge of the frame. The result is a giddy freewheel in which scenes never end how you or the characters expect, and what's coming next is anyone's guess.",343
344,tt11271038,Mark Feeney,"The things in Licorice Pizza that are so good, like the performances from Haim and Hoffman and Cooper and the period fidelity, make you wish that the entire movie was just as good.",344
345,tt11271038,John Nugent,"Looser and funnier than his recent efforts, sharper and more formally assured than his earliest films, this is Paul Thomas Anderson operating at full capacity. A master at work.",345
346,tt11271038,Linda Marric,There is a heady optimism about Licorice Pizza that is often missing from Anderson's earlier films. My,346
347,tt11271038,Leonard Maltin,"I had fun watchingLicorice Pizza,an all-too-rare quality that no other year-end release can match. For that I am grateful that someone wrote Paul Thomas Anderson a blank check to make such an idiosyncratic, highly personal film.",347
348,tt11271038,Jason Bailey,"'Licorice Pizza' has an openness and vulnerability that's closer to his early work, specifically to 'Magnolia,' and its willingness to swing for the emotional fences in a way his later films might not.",348
349,tt12536294,Sandra Hall,"In a breathless, headlong way, Stewart does a credible job, but she’s perched on the edge of hysteria throughout and the upbeat ending fails to alter the impression that she and Larraín have delivered a one-dimensional portrait of a victim.",349
350,tt12536294,Jason Bailey,"Stewart was an unlikely but, it's now clear, ingenious choice for the role; she's going through such a period of pronounced anguish that the wrong kind of actor would have played the whole thing as overwrought, and ruined it.",350
351,tt12536294,Grace Lavery,"By exhuming Dynasty Di from her saintly casket, Larraín and Stewart have done the world a great favor.",351
352,tt12536294,Dwight Brown,Leave it to actor Stewart to save the day. Ninety percent of the time she brings the spirit and look of Princess Di back to earth in an eerily real performance that captures the spirit of Buckingham Palace's most rebellious daughter-in-law.,352
353,tt12536294,Mark Feeney,"What must it be like for an actor to play a famous person, let alone one this impossibly famous? The challenge starts with resemblance, and Stewart gets Diana's wounded-deer manner, the sulky eyes, the slight tilt of the head.",353
354,tt12536294,Melissa Anderson,"A film that spends nearly two hours advancing already axiomatic notions-obscene opulence does not equal freedom; protocol is a prison-with easy ironies, weighty symbols, and portentous phrases.",354
355,tt12536294,Max Weiss,"There is an adult's bitterness and knowingness that gives her Diana more gravitas than Stewart's previous characters. What's more, especially in some of Diana's more iconic outfits (she had many), she really does look like her.",355
356,tt12536294,Sara Stewart,"You mostly can't look away from Stewart, or help yourself rooting for Di to live happily ever after. Personally, I hope Oscar takes the bait.",356
357,tt12536294,Richard Roeper,"We're in a time period where Diana has only about six more years on this Earth, but at least she was able to break free and hopefully experience a measure of happiness in the years after the imagined events of Spencer..",357
358,tt12536294,Claudia Puig,"It's beautifully shot, really well-acted by Kristen Stewart, and has a fantastic score by Jonny Greenwood that I've already decided is my favorite of the year.",358
359,tt12536294,Becca James,Spencer allows viewers to become the support system Diana so sorely lacked at the time...,359
360,tt12536294,Mark Kermode,"Brilliant central performance. Sally Hawkins does a great job of taking this role, and turning it into a symbol of heartfelt love.",360
361,tt12536294,Gary M. Kramer,"At times, the film is excruciating, albeit deliberately, and that works it its favor.",361
362,tt12536294,Ty Burr,I once wrote that Stewart had a narrow range and I have never been happier to eat my words.,362
363,tt12536294,Jo Livingstone,"In Pablo Larraín's dreamlike movie, Diana is not the people's princess but a woman in search of herself.",363
364,tt12536294,Peter Rainer,"I never felt that the filmmakers were posthumously trying to cash in on Diana's celebrity. The fable-making, at least, is done with genuine commitment. Most of all, Stewart's fierce performance roots it all in reality.",364
365,tt12536294,Jake Coyle,"The casting, with Kristen Stewart as Princess Diana, is brilliant, and the ending, in a top-down convertible, is sublime. So why is the rest of Pablo Larraín's Spencer such a hollow exercise in high camp?",365
366,tt12536294,Scott Tobias,"Spencer feels in every way like a companion piece to Larraín's Jackie, both mesmeric suites about women trapped in a gilded cage of politics, privilege, and intense media scrutiny.",366
367,tt12536294,Peter Travers,Kristen Stewart is so good as Princes Diana-it's the performance of her life-that the Academy should start engraving her name on the Best Actress Oscar.,367
368,tt12536294,Rafer Guzman,"Mood and ambience are no substitute for a compelling story, and ""Spencer"" doesn't tell us one.",368
369,tt6920084,Jake Wilson,"This brand of minimalism is harder than it looks: with so much stripped away, everything that remains needs to have the exact right weight. Raccoon City suffers a major loss of momentum around halfway, and never entirely recovers.",369
370,tt6920084,William Bibbiani,"Doesn't do its own thing, and it does the old thing very badly.",370
371,tt6920084,James White,This latest visit to Raccoon City captures the games' spirit but fails to translate that to cinematic thrills.,371
372,tt6920084,Sara Michelle Fetters,"While Resident Evil: Welcome to Raccoon City has its moments, it doesn't have enough of them to make watching the movie in its entirety worthwhile.",372
373,tt6920084,Peter Bradshaw,"This is a reasonably entertaining, unpretentiously gory horror exercise, although clearly a bit distended with an excess of characters that need to be incorporated into the plot, many of whom feature in older RE lore.",373
374,tt6920084,Trace Sauveur,"It flatlines, all of its franchise reverence proving futile within a messy narrative.",374
375,tt6920084,Amy Nicholson,The only surprise is that Roberts shuns cheap jump scare surprises in favor of well-crafted suspense scenes that play out like a game of three card monte.,375
376,tt6920084,Brian Tallerico,Choppy action and clunky storytelling hold Raccoon City back from becoming the dread-inducing nightmare that hardcore fans know the game series to so often be.,376
377,tt6920084,Kimber Myers,"[It] never successfully replicates the fear that was a hallmark of playing the games, and its approach to ample gore is only as imaginative as a kid picking at a scab.",377
378,tt6920084,Meagan Navarro,"Welcome to Raccoon City is a movie made for the games' fans by one massive fan. Roberts succeeds in creating a far more faithful, horror-driven Resident Evil movie.",378
379,tt6920084,Nick Schager,Writer-director Johannes Roberts supplies plenty of fan service but scarce coherent plotting and even fewer scares.,379
380,tt6920084,Charles Bramesco,A reboot totally bereft of the visual distinction or creative personality that often made its predecessors intriguing diamonds in the rough.,380
381,tt6920084,Mark Hanson,Johannes Roberts's prequel ultimately remains buried by its indifference to unchecked corporate power.,381
382,tt6920084,Johnny Oleksinski,"It's the first watchable entry in the series. For once, you don't envy the lucky people who get killed by zombies.",382
383,tt8356942,Liz Shannon Miller,"What The 355 offers up is a perfect Saturday afternoon dad movie, but instead of starring Stallone or Eastwood or Bronson, it stars five women with six Oscar nominations and two wins between them. (And was written by the creator of NBCs Smash!)",383
384,tt8356942,Stephen Romei,"This 124-minute movie is fast-paced, well-acted and asks some interesting questions about where one’s loyalty lies.",384
385,tt8356942,Becca James,"This simplistic approach, which forces an evil/ethical binary, paired with a ham-fisted dialogue, flattens the film and makes the lulls between fight scenes feel more like retribution than respite.",385
386,tt8356942,Kristy Puchko,"If you've ever seen a mediocre action movie with a surprisingly stacked cast, then you've basically seen this.",386
387,tt8356942,Sandra Hall,There's nothing here that Angelina Jolie and Scarlett Johansson haven't done already but Kinberg and his nimble cast achieve such momentum that you'll probably shelve your reservations until it's all over.,387
388,tt8356942,Kimberley Jones,Doggedly mediocre actioner The 355 is the cinematic equivalent of gathering together Formula 1's finest drivers and tossing them the keys to a Yugo.,388
389,tt8356942,Dwight Brown,[An] often generic but surprisingly engaging espionage action/thriller.,389
390,tt8356942,Sara Michelle Fetters,"This is a title that screams, ""Watch me at home!""",390
391,tt8356942,Simran Hans,Diane Kruger slapping Jessica Chastain across the face with a frozen fish should be funny.,391
392,tt8356942,Alison Willmore,"Its dullness somehow feels worse than grand failure, as though its aims were only to prove that a bunch of the most famous women on Earth can come together to make an action film just as uninspired and boring as men can.",392
393,tt8356942,James Berardinelli,The 355 boasts exactly one genuinely suspenseful scene (it happens around the 3/4 point) but that lasts only about five minutes and therefore represents less than 5% of the overall running time.,393
394,tt8356942,Richard Roeper,"Jessica Chastain, Lupita Nyong'o, Penelope Cruz among the great talents insulting the audience's intelligence.",394
395,tt8356942,Gary M. Kramer,It is pure catnip for fans of the genre of beautiful women fighting off the bad guys with aplomb,395
396,tt8356942,Tim Cogshell,These women are dazzling and working so hard in such a derivative secret agent actioner.,396
397,tt8356942,Donald Clarke,It plays like a press conference made uninteresting flesh. No sooner endured than forgotten.,397
398,tt8356942,David Fear,"Yes, Chastain makes for a kinetic action hero, as do a few of her co-stars, and she's someone who most assuredly puts her money where her mouth is. But no, this is not the all-female Bond franchise you're looking for.",398
399,tt8356942,Lindsey Bahr,"Mostly, The 355 succeeds where others have come up short because it put the movie and the story first -- not the message.",399
400,tt8356942,Ty Burr,"""The 355"" devolves into a bullet-spattered endurance test.",400
401,tt8356942,Christy Lemire,"The 355 amasses some of the most talented and electrifying actresses in the world, then squanders them in a generic and forgettable action picture.",401
402,tt8356942,Marina Ashioti,"If you can turn your brain off for two hours and cast the horrifying politics and Kinberg problems aside, The 355 is a pretty enjoyable and ridiculous popcorn flick.",402
403,tt0995854,Simran Hans,"Adams is a vivacious screen presence with a twinkle in her eye, and Jordan can't quite match her, unable to draw out any real inner turmoil in a character who is respectable to a fault.",403
404,tt0995854,Kevin Maher,"The chemistry between Jordan and Adams never gels (Charles appears slightly annoyed by Dana throughout), and there are a plethora of superfluous scenes that simply die on camera.",404
405,tt0995854,Whelan Barzey,A Journal For Jordan is probably better suited to the page than the screen.,405
406,tt0995854,Danny Leigh,"Visually, the style is basic. Under the surface the movie has complexity enough to handle a story whose timeline - a zigzag of points between 1998 and 2018 - is just one potential tangle.",406
407,tt0995854,Marina Ashioti,Uninspired and ultimately forgettable.,407
408,tt0995854,Peter Bradshaw,"Director Denzel Washington and his stars do their best with this bland, shallow and awkwardly structured film.",408
